text,Sentiment
"Welcome to Kankungan Philippines, only in pbbm times 😬 https://t.co/Hly0XppiyK",Positive
"@483679448210925 @430526661831933 @225867148354714 Tapos pag nag rally sila sa loob Martin Romualdez, BBM sinisigaw nila ahahaha",Neutral
"@17206896528823 Did you say the same thing when Enrile, Bong Revilla, and Jinggoy were released from prison during Duterte’s time? Stop being such a shameless hypocrite.",Neutral
"Senate President Pro Tempore Ping Lacson said the Senate Blue Ribbon Committee's probe on anomalous flood control projects will resume on November 14, should he get reelected as the panel's chair on November 10.

Full story: https://t.co/LMvWZ3ZIpD https://t.co/jlIvvE6g2o",Positive
"Marcos orders reforms in public spending, taxation amid flood control scandal

https://t.co/Ke9fGV3o1X",Neutral
"50% BAWAS PRESYO SA PH INFRA PROJECTS CONSTRUCTION MATERIALS

Ipinag-utos ni Pangulong Ferdinand R. Marcos Jr. kay DPWH Secretary Vince Dizon na tutukan ang presyo ng construction materials. Layon nito na makatipid ang pamahalaan ng 50% sa mga materyales na nasa P30-45B.

#Congresstvdigital #congresstv #congressnews #PBBM #BagongPilipinas #InfraProjects #DPWH #SecVinceDizon",Neutral
@931556131873344 dahil dyan sa pinatupad na yan ni villar ay nagkarun ng powers ang mga District Engineer na mag approve ng hundred million ng proyekto na involve ang mga pulitiko kaya naging substandard at minsan ay ghost project pa.,Neutral
@931556131873344 yes dahil yan sa binagong sistema sa DPWH na yung District Engineer ay pwedeng magtransact ng 500 million pababa na dating 50 million pababa lang kay DPWH babes singson. at kung tataas na 50 million ay dpat sa NATIONAL na sya at di sa lokal.,Neutral
@685202211543293 Kaninong administrasyon ba ang talamak ang nakawan? Nakaninong administrasyon ba si Zaldy Co at Martin Romualdez? Kaninong administrasyon ba sumasadsad ang halaga ng piso kuntra dolyar?,Neutral
"Marcos to DPWH: Reduce construction costs by half to stem overpricing 

https://t.co/XHOoMMgOWr",Negative
"the cost of the working class.

The real oppressed today are not just the poor, but also the silent businessmen, the employees, and every Filipino forced to live under a system that feeds on their hard work.

DPWH corruption may waste billions — but remember, the money",Negative
"Ibinunyag ni Pangulong Ferdinand “Bongbong” Marcos Jr. na base sa imbestigasyon ng Department of Public Works and Highways (DPWH) natuklasan na overpriced ng hanggang 50 porsyento ang ilang construction materials para sa government infrastructure projects. 

Sa kanyang departure speech sa Villamor Air Base sa Pasay City bago tumulak patungong Kuala Lumpur, Malaysia para sa 47th ASEAN Summit, sinabi ni Marcos kabilang na dito ang mga materyales gaya ng asphalt, steel bar, at semento.

BASAHIN: https://t.co/0n9JzYPl1h",Negative
"The corruption in DPWH? That’s just a slice of the pie.
The bigger slice — the one nobody talks about — is taken quietly by some people inside the BIR.

The abuse of LOA (Letter of Authority) is no longer regulation — it’s oppression. Businesses receive two, three, even more LOAs",Positive
@325680252986141 So  yung senator na nag consent to participate walang liability ? Napoles  lang . I’m 100%sure wala dun senator congressman ang macoconvict sa flood control anomaly . DPWH and contractors lang . Mark my words!,Neutral
@509428916202013 WALANG KWENTANG SENADOR YANG DI MARCOLETA,Neutral
"WATCH: In his pre-departure address, President Ferdinand ""Bongbong"" Marcos Jr. announces his directive for DPWH to bring down the cost of infrastructure materials by 50% to save as much as ₱30-45 billion pesos. 

Still on the flood control scandal, PBBM has also directed the BIR to recalibrate their rules on tax exemptions, especially on withholding taxes and creditable withholding taxes.

A tax relief is also underway with the DOF and BIR proposing a ceiling for tax-exempted de minimis benefits or the non-taxable compensation provided for employees. | via @785852153465808, https://t.co/9R0McaxxsO",Neutral
"PBBM, lumipad pa-Malaysia para makiisa sa 47th ASEAN Summit and Related Summits @271091238095480  https://t.co/Ze0KztZuCV",Neutral
@509428916202013 Guteza babaliktad na ba?? Wow!! Paano na si Marcoleta na to tangol sa kanya!!! 8,Positive
Senate President Pro Tempore Ping Lacson has bared plans on what would happen in the flood control corruption scandal probe should he be re-elected as blue ribbon chairman. https://t.co/ezkOHmJ0I1,Neutral
"Binigyang diin ni Pangulong Ferdinand R. Marcos Jr. ang kahalagahan ng paghubog sa galing, talino, at talento ng kabataan sa #BagongPilipinas sa pamamagitan ng pagtatayo ng mga pasilidad, lalong-lalo na sa mga liblib na lugar sa bansa.

https://t.co/G60OUdaAoN",Neutral
"@547033921026906 @677576522342897 Local infrastructure like MacArthur Highway falls under DPWH oversight, influenced by congressional pork barrel allocations and local enforcement against overloaded trucks. Presidential votes shape national policy, yet poor maintenance persists due to systemic issues like flooding and kickbacks, regardless of who holds Malacañang. Bocaueños deserve better execution from all elected officials—senators, mayors, and congressmen—not just presidents. Demand transparency in budgets to fix the ""lubakan"" for good.",Positive
"PANOORIN | PBBM, iniutos ang pagbaba ng presyo ng materyales sa DPWH kontra-korapsyon ; Sec. Dizon, handa sa reporma. | via EJ Lazaro 
 
#RadyoPilipinas #RadyoPubliko #RP1News #IntegratedStateMedia #ISM https://t.co/OvkrZTlYqh",Neutral
"Inatasan ni Pangulong Ferdinand Marcos Jr. ang Bureau of Internal Revenue (BIR) na busisiin kung nagbabayad ba ng tamang buwis ang mga sangkot sa anomalya sa flood control projects matapos mabunyag kung paano pinagkakitaan ng mga ito ang kaban ng bayan.

https://t.co/LT6CJB8eqN",Neutral
@931556131873344 Ito naman si singson hayop drumama eh kala mo naman di sya galing dpwh!! Eh dapat alam mo yan dati pa!!!,Neutral
"Lacson says next Blue Ribbon hearing on Nov. 14 if re-elected as chair
https://t.co/LMvWZ40gfb",Neutral
"@637488068402291 @149333744491798 @671478084268058 @132745746459126 The point is, there are other people in the government who should be called out too. It would’ve made sense if he also mentioned Chiz and the local officials of Sorsogon. But no, he’s being selective. Why didn’t he call out Martin Romualdez on national TV? 🤷",Neutral
"Kinilala ni Pangulong Ferdinand R. Marcos Jr. ang pagpapalawak ng Royale Cold Storage facility sa Plaridel, Bulacan bilang bahagi ng mga hakbang ng administrasyon na mabawasan ang post-harvest losses at makamit ang food security sa #BagongPilipinas.

https://t.co/O66y7luinP",Negative
Ulol ka !  Marcoleta,Neutral
"@510149406765704 He's hoping to be acquitted when this flood control mess is forgotten and a corruption-friendly president wins. And, of course, there's the Sandiganbayan who just acquitted Enrile, https://t.co/UY9Ds7SH73. despite being presented with solid evidence in PDAF cases.",Neutral
@901946442613399 Ahhh so parehong weak si Dutert at Narcos? Nagsinula kasing magnakaw ang nga Discaya nong 2016 eh hanggang sa kasalukuyan.,Negative
"Are Leyte’s pricey farm-to-market roads justified or overpriced? Rep. Martin Romualdez cites tough terrain, but senators remain unconvinced.

#LeyteFMR #MartinRomualdez #Accountability #PublicFunds #InfrastructureWatch #DSP #DitoSaPilipinas https://t.co/OdPDdFPBkX",Neutral
"President Ferdinand ""Bongbong"" Marcos Jr. has tasked the Department of Public Works and Highways (DPWH) to reduce the cost of construction materials for government projects by at least half amid the ongoing probe into the alleged corruption in flood control projects.

""In order to ensure that the costs of DPWH will reflect the costs of the market and to ensure that the people's money is correctly spent, I have directed the DPWH Secretary to bring down the cost of materials by as much as 50%, which will result in savings in the Capital Outlay spending of at least 35 to 45 billion pesos,"" Marcos said in his pre-departure speech on Saturday at Villamor Air Base in Pasay City.

Read more: https://t.co/l4zWeMxrcR",Negative
"@245921145587069 Gago kang DDShit ka!! Panu kakasuhan ni Trillanes yan si Zaldy Co, may hawak bang ebidensya laban dito? Busy na sya sa pagkakaso sa mga abusadong Duterte kaya iba tau na lang o kayong mga DDShit maghanap ng ebidensya at kasuhan si Zaldy!",Positive
"Accountability time: Marcos orders DPWH to cut project costs, BIR to run after flood control culprits

https://t.co/WK3ychacrU",Neutral
@589029215591253 ito na pala yung lawyer ng mga discaya 😄,Neutral
"“I think this will be the single biggest reform ever in the DPWH na in-announce ng pangulo ngayon”

Public Works Secretary Vince Dizon said President Ferdinand Marcos Jr. has instructed the department to bring down the costs of construction materials by 50%.

In his predeparture speech, Marcos said they have found that some construction materials like asphalt, steel bar, and cement used for government projects were overpriced. Marcos said this will result in savings in the Capital Outlay spending of at least P30 to P45 billion. | via Darlene Cay/GMA Integrated News",Negative
"Nais matupad ng Philippine Coconut Authority (PCA) ang kanilang plano na makapagtanim ng 100 milyong puno ng niyog sa buong-bansa sa ilalim ng Marcos administration. 

#PCA #PBBM #CoconutTree #DZMMRadyoPatrol630 https://t.co/XwW16UEUBC",Neutral
"MAY BAGONG AABANGAN SA FLOOD CONTROL HEARING

Iimbitihan daw ni Sen. Ping Lacson ang isang mahalagang testigo sa susunod na pagdinig ng Blue Ribbon Committee kaugnay sa maanomalyang flood control projects kung mahahalal siyang muli bilang chairman ng komite.

Sa tulong daw ng nasabing testigo, mapapabilis ang paghahain ng mga kaso laban sa mga tiwaling politiko, opisyal ng Department of Public Works and Highways (DPWH), at contractors.

Plano rin niyang imbitahan si Orly Guteza, na nagpakilala bilang dating security escort ng dating kongresista na si Zaldy Co.

Ayon kay Lacson, napag-usapan na nila ni Senate Pres. Tito Sotto  ang posibilidad na maibalik sa kanya ang pagiging chairman ng komite matapos siyang magbitiw sa puwesto noong Oktubre.",Neutral
"@17206896528823 Hindi nman c PBBM nag-desisyon nyan. Separate ang powers ng executive & judicial branches ng Phil government. Elementary pa lang tinuturo na yan. Ba't di mo alam? Absent ka noon or pinalabas ng classroom? Nung naglabas ng favorable decision ang Supreme Court where most of d justices are du30 appointees regarding Sara's impeachment, nahiya ka ba? Hindi, di ba? Nagbunyi nga kayo pero di bale di na c Keso senate president kaya sa February ii-impeach uli c Sara.",Positive
@540324536012422 @685859742470773 Hanggang LOL and this na lang tong abogado na to. Pati implied statements nagiging literal. Best example ay yung bend the law ni Tulfo na in context lang sa restitution ni Discaya na gineneralized ng DDSHIT pero yung testimony na dineny ng atty yung notary walang kaso🤣🤣🤣🤣,Positive
@132745746459126 @270257209518960 @344035213350741 bat sa concert lang kaya icallout ayaw sa showtime? hahahahahaha bakit ano ba role ni martin romualdez sa abs?,Neutral
"Na para bang affiliated ang walo at ang management niyan 🤣sabagay, todo praise nga sainyo si zaldy co diba? HAHAHAHA",Positive
"Masyadong mainit si Villanueva sa kanila ngayon because kapag nangyari o natupad ang plano nilang masira ito, ay hindi na tuluyang mae-expose ang mga walanghiya - kasi nga sa kanya na naka focus. HANGGANG NGAYON DI NYO MAIPATAWAG SI ZALDY CO AND THE MINIONS OF MALACAÑANG!",Neutral
@776109641341820 pano babanggiyin kung walang ibidensya at puro dawit lng na wlang ninyong dds? kumpara kay zaldy co na santambak na ibidensya ang meron.. yang si zaldy co baka napag utusan lng para gawing talamak ang korapsyon at inakalang mapapa bagsak bbm ng dahil dyan.. nga lng nagkamli sla🤭,Neutral
"@325680252986141 Yung mga pulitko na kumamada ng limpak-limpak, malaya na. Walang pananagutan. Finalized na at matagumpay na ang pangungulimbat. Pwedeng-pwede nang ipamana sa mga anak ang pera ng taumbayan.

Ganyan din mangyayari sa Flood-control scandal na ‘to 😄",Neutral
"Ipinag-utos ni Pangulong Ferdinand R. Marcos Jr. kay Department of Public Works and Highways (DPWH) Secretary Vince Dizon na babaan ng hanggang 50% ang halaga ng construction materials para sa mga infrastructure project sa bansa. 

Sa kanyang departure speech, sinabi ni Marcos na overpriced umano ng 50% ang ilang construction materials batay sa natuklasan ng DPWH. 

Dagdag pa niya, maaaring makatipid ang pamahalaan ng humigit-kumulang ₱30 bilyon hanggang ₱45 bilyon na maaaring ilaan sa sektor ng kalusugan, edukasyon,  pagkain at pangangailangan ng mga Pilipino.

BASAHIN: https://t.co/0n9JzYPl1h",Neutral
@509428916202013 Puede po natin itanong kay Sen Marcoleta kadi witness po niya iyon diba,Neutral
"JULY 2025 — 
Marcos, in his 2025 SONA, bragged that his administration has already completed 22,000 classrooms. 

OCTOBER 2025 —
Only 22 classrooms were actually completed, according to the DPWH, casting a very serious doubt on the 2025 SONA of Marcos. 

Marcos is one big liar. https://t.co/GdznfkBrj2",Negative
i really think i should apply to dpwh even though im happy with my company rn kasi ang aking nanay ay nahospital nanaman 🥺,Positive
"Still on the flood control scandal, PBBM has also directed the BIR to recalibrate their rules on tax exemptions, especially on withholding taxes and creditable withholding taxes.",Neutral
@325680252986141 Puro mga dilis lang nahahatulang guilty. Manifesting na ganito rin ang mangyayari sa flood control scam pag di binantayan ang mga kurap na huwes at prosecutors!,Negative
"A Nation Held Hostage by Corruption: A Call to Inner Strength

We are living in a time when corruption feels invincible—too entrenched, too protected, too shameless. From ghost flood control projects to the Napoles scandal, from two presidential impeachments to the betrayal of EDSA’s promise, we have seen it all. We ousted a dictator, only to welcome his son and witness the worst corruption in Philippine history.

Today, our Congress, Senate, and Executive branch are riddled with impunity. Our judiciary moves at a glacial pace. The powerful protect their own. The corrupt are not punished—they are recycled, defended, and even celebrated.

It is tempting to say: Wala nang pag-asa.
That we are wasting our time.
That justice will never come.

But in the face of this despair, we must choose a different kind of resistance—not loud, not violent, but enduring.

Let us be calm. Let us stay strong.

Let us protect what we still have: our health, our families, our work, our simple joys. Let us raise children who know the difference between brilliance and integrity. Let us honor the quiet heroes—nurses, teachers, farmers, and honest workers—who build this country from the ground up.

We may not see the end of corruption in our lifetime. But we can live lives that reject it. We can build communities that resist it. We can speak truths that expose it.

And we can pray—not just for miracles, but for the strength to endure, the wisdom to discern, and the courage to keep going.

The Filipino people are not weak. We are wounded, yes—but we are still standing.

And that, in itself, is a form of victory.

#RelentlessForChange 

Tony Leachon",Positive
@270257209518960 @344035213350741 @132745746459126 I wonder kelan ikocallout nyang idol mo si Martin Romualdez :) I dont think he'll do it,Positive
@907395483524102 mas okay naman c vico sotto vs. sa idolo mo..not a kakampink,Positive
"TINGNAN: Alinsunod sa direktiba ni PBBM at sa pamumuno ni Finance Secretary Ralph Recto, isinusulong ng DOF at BIR ang mas mataas na limit para sa tax-free benefits ng mga manggagawang Pinoy, sa gobyerno man o pribadong sektor. https://t.co/UUPHAum4uq",Neutral
"COA finds P309M worth of 'ghost' flood control projects in Bulacan
https://t.co/hnap48b40X",Positive
"@403780272519270 Cutting on costs may mean cheaper materials. Eh kung wag kaya magnakaw ang mga opisyal ng pondo ng DPWH, jan ang laki ng matitipid.",Negative
"@617268793518215 How about Zaldy Co, Romualdez  and BBM your bosses?",Neutral
"Inatasan ni Pangulong Ferdinand R. Marcos Jr. si DPWH Secretary Vince Dizon na bawasan ng hanggang 50% ang mga nakitang overpriced construction material upang mailaan ang natitipid na pondo sa kalusugan, edukasyon at pagkain. (📷: RTVM) https://t.co/ZQc2D3haZz",Neutral
"@701710453575340 @628728392715408 Dapat sana VP ang mag t take over. E wala, ang vp wlang ina atupag kundi mag biyahe at siraan s pbbm. Kaya sa iba nya ipinagkatiwala.",Neutral
"President Ferdinand ""Bongbong"" Marcos Jr. has tasked the Department of Public Works and Highways (DPWH) to reduce the cost of construction materials for government projects by at least half amid the ongoing probe into the alleged corruption in flood control projects.

Read more:
https://t.co/l4zWeMxrcR",Neutral
"Makikibahagi si PBBM sa mga pagpupulong ng ASEAN leaders upang pagtibayin ang ASEAN Centrality, talakayin ang mga isyung patungkol sa South China Sea, Myanmar, climate change, at ekonomiya, habang pinagtitibay ang paninindigan ng Pilipinas sa rules-based international order.",Neutral
"Sa kanyang departure statement, inatasan ng Pangulo ang DPWH na bawasan ng hanggang 50% ang presyo ng construction materials upang mailaan ito para sa iba pang mga serbisyo tulad ng kalusugan, edukasyon, at pagkain.",Neutral
"@831014356681072 Smile Smile Smile mga taga DPWH, Senado, Kongreso at Congtractors!!! Alam na ang ending…",Positive
"Tatlong miyembro ng gabinete ang itinalaga bilang mga caretaker ng pamahalaan habang nasa Malaysia si Pangulong Ferdinand Marcos Jr. para dumalo sa 47th ASEAN Summit and Related Summits mula Oktubre 26 hanggang 28, 2025.

Basahin: https://t.co/n3cM1dMczL

#DWAR1494 https://t.co/i3gzsvHWUA",Neutral
@325002683734926 Isa pa sa dapat tanggalin - yung walang pakundangan pag pagbibigay ng @984416394525436  ng Letter of Authority (LOA) sa mga small to medium enterprises.   Unahin kaya nila lahat ng may transactions sa government esp sa DPWH.  Pati na din yung mahilig mag flaunt ng yanan sa Social media.  Inagine pati sari sari store pinapadalhan ng LOA.  Sipag nila sa maliit na negosyo mag audit pero sa malalaki- nakapag issue lang ng LOA nung nasa  senado at  nasa news na.,Negative
@324397531025573 @776109641341820 Di pa rin na rerepair. Wala ng pag asa ito. Wala ng budget sa DPWH na pang repair nito,Neutral
"Hindi bibigyan ng Senado ng extension ang DPWH sa submissions ng mga dokumentong may kaugnayan sa red flag projects.

https://t.co/sFJNazW7hG",Neutral
@216315747480218 Hindi uubra Marcoleta!,Neutral
"https://t.co/6x4je1g56I
Salamat idol Sen Sonny Trillanes,Sabi nga ni Atty.Enzo Recto usapang deretso Doon na kaagad sa MASTER MIND SA UTAK NG DPWH NAKAWAN OR KKP KANYA KANYANG NAKAW. AT SI DIGONGNYO AT BONG GAGO DAW ANG UTAK , OF course my idol Sen Sonny Trillanes my resibo.",Neutral
@509428916202013 peke parang buhok ni marcoleta 🤣,Neutral
"LOOK: Sen. Ping Lacson says the blue ribbon committee would resume hearings on the flood control mess on Nov. 14, should his colleagues re-elect him as chairman on Nov. 10.

Lacson makes the pronouncement on X (formerly Twitter) on Saturday, Oct. 25.

Should this happen, Lacson says he would invite Orly Guteza, Sen. Rodante Marcoleta's surprise witness who linked Leyte Rep. Martin Romualdez to flood control kickbacks.

📸 Ping Lacson/X",Neutral
"#VERAFilesFactCheck: A quote card is circulating on Facebook claiming Leyte 1st District Rep. Martin Romualdez dropped the Biblical verse “I am the way, the truth and the life” (John 14:6) when asked for a statement on his cooperation in the investigation by the Independent Commission for Infrastructure (ICI) into anomalous flood control projects. This is false. 

Read more: https://t.co/yddPuNbyB2",Neutral
"Senate Hearing on ICI’s Independence

Senator Rodante Marcoleta on Friday questioned the supposed independence of the Independent Commission for Infrastructure (ICI) after it was revealed that the body is currently borrowing prosecutors from the Department of Justice (DOJ) to help draft and review evidence.

During a hearing, DOJ Officer-in-Charge Secretary Fredderick Vida confirmed that the ICI has requested assistance from the department due to limited manpower. Marcoleta, however, stressed that an independent commission should be able to operate and gather information on its own.

“Kapag independent, gagawin niya ng sarili niya. Tingnan mo yung creation niya, it should be independent. Sa pangalan pa lang nga lang eh Independent Commission for Infrastructure,” the senator said.

Marcoleta also raised concerns over the ICI’s authority to seek information from the House of Representatives, the Senate, the Office of the Ombudsman, and other agencies. He warned that such powers may blur institutional boundaries and weaken systems of checks and balances if not properly handled.

“Paano kang independent, ang dami mong kinakasangkapan? Hingi ka nang hingi. You should obtain the information by yourself all alone. Yun ang independent,” Marcoleta added.

In response, Vida maintained a respectful stance and did not directly contest the senator’s assertions.

“We submit to your wisdom, your honor,” he told the panel.

The exchange underscored lingering questions about the ICI’s structure and whether its operational setup lives up to its title as an “independent” body.

#ICI #InfrastructureCommission #SenateHearing #Marcoleta #DOJ #ChecksAndBalances #PhilippinePolitics #IndependentBody #Accountability #Governance",Neutral
"After construction materials for infra projects were found to be overpriced, President Marcos ordered the DPWH on Saturday to reduce the cost of these items ""by as much as 50 percent"" to ensure that public funds are spent correctly. @325680252986141",Neutral
"Marcos Jr. orders DPWH to lower material costs for infra projects ‘by as much as 50 pct'
https://t.co/Lt3IaoAXdY",Positive
"@509428916202013 Babasahin lang script ni Marcoleta, mali-mali pa.

Pero mga DDS galit kay Sen Risa kung magbasa ng index card.",Neutral
"“If elected again as Blue Ribbon chairman on Nov 10, our hearing will resume on Nov 14. 

“To help speed up the filing of airtight cases, we will invite among others, a ‘very important witness’, &amp; retired TSgt Orly Guteza to shed more light on his ‘sinumpaang salaysay’”~ Lacson https://t.co/wHa5E1zM3g",Positive
"Inihayag ni Pangulong Ferdinand R. Marcos Jr. sa kanyang departure statement ngayong Sabado, Oktubre 25, na overpriced umano ng 50 porsyento ang ilang construction materials batay sa imbestigasyon ng Department of Public Works and Highways (DPWH).

Kabilang dito ang asphalt, steel bar, at semento. May ilang pagkakataon din umano na mas mataas pa sa 50 porsyento ang ipinapatong sa market price ng mga construction items.

Samantala, upang matiyak na magagamit nang maayos ang pera ng bayan, inatasan na ni Pangulong Marcos si DPWH Sec. Vince Dizon na babaan ang cost ng mga materials ng 50 porsyento.

“I have directed the DPWH Secretary to bring down the cost of materials by as much as 50 percent which will result in savings in the capital outlay spending of at least P30-45 billion. This is money that we can use for services such as health, education, and food that our people desperately need,” saad ng Pangulo.

#PilipinasToday
#PBBM #BBM
#BongbongMarcos
#PresidentPH
#DPWH",Negative
"Pinagdududahan ng marami ang kredibilidad ng Senate witness na si Orly Guteza dahil ang dating kongresistang si Mike Defensor ang nagbitbit nito sa Senado para magkuwento tungkol sa pagde-deliver umano ng mga luggage na may pera sa bahay nina dating Congressman Zaldy Co at Leyte 1st District Rep. Martin Romualdez, ayon kay dating socio-economic planning secretary Winnie Monsod.

Sa interview sa kanya sa ‘On Point’ ng Bilyonaryo News Channel, sinabi ni Monsod na matagal na umanong may reputasyon si Defensor pagdating sa pag-alalay sa mga testigo—na kung hindi umano iniimpluwensiyahan ni Defensor, tinuturuan ng sasabihin, o kaya naman ay nagiging dahilan para bigla na lang maglaho ang testigo.

“At least that’s what I read and that is what I have been reminded of by,” sabi ni Monsod.

Ito mismo ang nangyari kay Guteza, retiradong sundalo ng Philippine Marines, na hindi sumulpot sa tanggapan ng Department of Justice (DOJ) para sa hiwalay na imbestigasyon ng kagawaran, at hindi na nakita pa ng publiko simula nang sorpresang tumestigo sa Senado noong Setyembre 25.

Si Senator Rodante Marcoleta ang nagharap sa pagdinig kay Guteza, na ipinakilala naman ni Defensor sa senador.

SOURCE: https://t.co/o3V3TX8QnE

#PilipinasToday
#BlueRibbonPH
#SenatePH
#OrlyGuteza
#Ombudsman",Negative
@325002683734926 God bless you Mr PBBM,Neutral
"@509428916202013 we saw the drama of marcoleta's intro, defiant of senate protocols.
and while gutz was reading his ""affidavit"", mas kabisado ni pug ang script.  coaching of the witness pa.
and  pebbles was literally beating his chest with pride watching the poorly-directed drama sa radyo.",Neutral
"{332}

OPEN FOR CHEAP AND HIGH QUALITY B00STING SERVICES !!!

— FACEBOOK
— INSTAGRAM
— TIKTOK
— TWITTER
— YOUTUBE

LF client wts wtb lfb ph based booster boost anime music promote retweets subs followers dpwh reacts  #ratszone #zonauang #NFTCommunity #NFT twitch discord",Positive
"READ | PBBM leads turnover of patient transport vehicles for Agusan Norte

Read here: https://t.co/CbRQCLfcvV

#PIACaraga
#BagongPilipinas
#IntegratedStateMedia
#ISM https://t.co/4CxiuPKxE9",Neutral
"@907395483524102 Kung NO TO POLITICAL DYNASTY, baka maexempt pa namin si Vico Sotto, this man is working hard, unlik sa iba, i mean working hard naman yung iba, MAGNAKAW.",Negative
@901946442613399 U lowkey admitted it. Hindi basta basta mag file ng case teh. Nawawala nga ang hinayupak eh. Kita mong daming files ni trillanes kay bong go kasi pinaglaanan nya ng time. Nagpa hearing ba yang zaldy co? Diba hindi. Pero teh parang inaamin mo talaga may kasalanan si bong go haha,Positive
"Marcos announces reforms in public fund spending, 'fair and just' tax system amid flood control scandal

https://t.co/gimrW6Owwr",Positive
"22 CLASSROOMS LANG?—MARCOS JR. TILA HINDI ALAM ANG KAPALPAKAN NG DPWH

Tila hindi agad naipabatid kay Pangulong Marcos Jr. na 22 classrooms pa lamang ang natapos ng Department of Public Works and Highways (DPWH) ngayong 2025—isang nakakabiglang bilang kung ihahambing sa mahigit 1,700 classroom backlog ng bansa.

Sa isang press briefing, ipinahayag ni Palace Press Officer Atty. Claire Castro na agad umanong nag-utos ang Pangulo ng “catch-up plan” upang habulin ang malaking kakulangan.

“Kung mayroon pong dapat managot dito, bakit napabayaan po dito. Asahan po natin na may mananagot po,”

Ayon sa mga ulat, nagsasagawa na umano si DPWH Secretary Vince Dizon ng imbestigasyon para alamin kung anong nangyari, sa kabila ng bilyon-bilyong pondong inilaan sa mga imprastraktura.

Sa gitna ng mga kontrobersiyang ito, maraming netizen  ang nagtatanong kung paano hindi agad nalaman ni Marcos Jr. ang ganitong kalaking kapalpakan sa ilalim mismo ng kanyang administrasyon.

#SenateHearing #Marcos #VPSaraDuterte #Duterte #AngBalitaNgayon",Neutral
"COA finds P309M worth of 'ghost' flood control projects in Bulacan
https://t.co/k73UGZeBL8",Positive
"@589073647943599 @99785409790976 HAHAHAHAHAH DIBA!! Hahaha ngkkwentuahn kme out of the blue tapos biglang it hit me. ""Shet baka kamaganak ka ni discaya ma, please po wag.""",Neutral
"@467161425997003 Bawasan ang taxes sa oil!
Napupunta sa bulsa ng contractors, dpwh at politicians",Neutral
"‘PAY OUT NA BA?’

May parinig ang aktor na si Dennis Trillo sa gitna ng kontrobersiya ng mga umano’y anomalya sa multi-bilyong flood control projects ng pamahalaan.

Biro ng aktor, tila puwede na umano na muling “nakawin” ang perang kanyang ibinayad sa buwis.

Kinagiliwan naman ito ng netizens, kung saan ang ilan ay nagkomento pa ng: “Pay out na ba?”

#PilipinasToday
#DennisTrillo
#Tax #Corruption
#Viral #FloodControlScam",Neutral
Ginugulo lang talaga ni Marcoleta. Dinadaan sa tono ng pananalita para mailihis ang usapin.,Neutral
".@954380119949628, nagsampa ng kaso laban sa 8 contractors na sangkot umano sa anomalya sa mga flood control project. | via Mao dela Cruz https://t.co/LXEVvi6LVq",Neutral
"@540324536012422 I'm curious kung anong grado ni Rodante Marcoleta sa Bar Exam. Kung humirit at gumawa ng argumento ay hilaw at kulang², halatang mababaw at di pinag aralan.",Neutral
@349622542467811 Bakit si sara n lng bakit hindi ang trilyon na budget ng flood control ng romualdez at bilyon ng intel fund ni jr? Bakit?,Neutral
".@954380119949628, nagsampa ng kaso laban sa 8 contractor sa anomalya sa flood control projects. #SuperBalitaSaTanghali https://t.co/Jl7zdr26Yg",Neutral
"President Ferdinand R. Marcos Jr. has ordered the Department of Public Works and Highways (DPWH) to cut the cost of construction materials for infrastructure projects by 50 percent to ensure the proper use of public funds.

Marcos made the announcement on Saturday in his departure speech at Villamor Air Base in Pasay City before flying to Kuala Lumpur, Malaysia for the 47th ASEAN Summit and Related Summits. 

https://t.co/2QCGB2VaD6",Negative
"JUST IN: President Ferdinand Marcos, Jr. orders DPWH Secretary Vince Dizon to lower costs of construction materials for PH infra projects “by as much as 50 percent” so the government can save between P30 to P45 billion in capital outlay spending.

In his pre-departure speech, Marcos Jr. said DPWH found out that “several items, like asphalt, steel bar, cement, were overpriced by as much as 50 percent."" | via @95448023389126",Positive
"Tatlong miyembro ng gabinete ang itinalaga bilang mga caretaker ng pamahalaan habang nasa Malaysia si Pangulong Ferdinand Marcos Jr. para dumalo sa 47th ASEAN Summit and Related Summits mula Oktubre 26 hanggang 28, 2025.

https://t.co/NsvyUnIKBY",Neutral
"In his pre-departure speech, Marcos Jr.  said DPWH found out that “several items, like asphalt, steel bar, cement, were overpriced by as much as 50 percent.""",Neutral
"JUST IN: President Ferdinand Marcos, Jr. orders DPWH Secretary Vince Dizon to lower costs of construction materials for PH infra projects “by as much as 50 percent” so the government can save between P30 to P45 billion in capital outlay spending. @403780272519270",Positive
Planong ipagpatuloy ni Senate President Pro Tempore Panfilo Lacson ang pagdinig ng Senate Blue Ribbon Committee sa Nobyembre 14 sakaling maitalaga muli bilang chairperson ng komite. https://t.co/6WXQuAddmp,Neutral
"🌱 #bubblovemails

Thank you soooo much @405153107354423!! Di ko alam ginawa ko to deserve my DPWH friends 🥹🥹 i love youuuuu https://t.co/fhgsuMcwd3",Positive
